학원명,도로명주소,분야명,정원합계,Latitude,Longitude
게이트압구정어학학원,서울특별시 강남구 압구정로 206,종합(대),1524,37.5273244,127.0295867
수마쿰라우데수학전문학원,서울특별시 강남구 선릉로6길 12,입시.검정 및 보습,117,37.4827689,127.0619685
선혜영교습소,서울특별시 강남구 봉은사로5길 14,예능(대),0,37.5057117,127.0262055
현용자교습소,,예능(대),0,,
조정숙교습소,서울특별시 강남구 강남대로 110길 69,예능(대),0,37.5032279,127.0301775
김영민교습소,,예능(대),0,,
홍양자교습소,,예능(대),0,,
이명선교습소,서울특별시 강남구 밤고개로34길 7,예능(대),0,37.4634856,127.1071467
김혜란교습소,.,예능(대),0,,
김순희교습소,서울특별시 강남구 도산대로99길 28-6,예능(대),0,37.5266909,127.051344
소미음악교습소,서울특별시 강남구 학동로101길 26,예능(대),5,37.5223046,127.0577361
이동민교습소,서울특별시 강남구 압루정로 42길,예능(대),0,37.5264776,127.0348796
김은미교습소,,예능(대),0,,
성은피아노교습소,서울특별시 강남구 개포로 303,예능(대),9,37.4826691,127.0544261
조정현교습소,서울특별시 강남구 선릉로 842,예능(대),0,37.52695569999999,127.0407097
이강자교습소,서울특별시 강남구 역삼로64길 22,예능(대),0,37.4995919,127.0532085
선화피아노교습소,서울특별시 서초구 잠원로14길 29,예능(대),5,37.5178426,127.0154173
김영숙교습소,.,예능(대),0,,
박미숙교습소,.,예능(대),0,,
김미화교습소,.,예능(대),0,,
김은희교습소,.,예능(대),0,,
문미경교습소,.,예능(대),0,,
김남혜교습소,서울특별시 강남구 학동로 609,예능(대),0,37.5215495,127.0585558
김정희교습소,.,예능(대),0,,
김혜숙교습소,.,예능(대),0,,
김인애교습소,서울특별시 강남구 학동로 609,예능(대),0,37.5215495,127.0585558
김은연교습소,.,예능(대),0,,
최혜란교습소,.,예능(대),0,,
강남미술교습소,서울특별시 강남구 역삼로 306,예능(대),9,37.4985708,127.0464187
은혜음악교습소,서울특별시 강남구 삼성로115길 39,예능(대),10,37.5139764,127.0489664
아트넷미술교습소,서울특별시 강남구 학동로101길 26,예능(대),16,37.5223046,127.0577361
나래피아노,.,예능(대),5,,
멜로디피아노,서울특별시 서초구 신반포로19길 10,예능(대),5,37.50497060000001,126.9958493
천성미바이올린교습소,서울특별시 강남구 개포로 307,예능(대),25,37.4839728,127.0560141
민피아노교습소,서울특별시 강남구 삼성로 212,예능(대),60,37.4974176,127.0653272
방배솔기타교습소,서울특별시 서초구 방배천로6길 32-2,예능(대),28,37.4792073,126.9843719
박성희플룻교습소,서울특별시 강남구 남부순환로363길 49,예능(대),6,37.4881978,127.0371153
박연진바이올린교습소,서울특별시 강남구 삼성로 151,예능(대),2,37.4921261,127.0625653
박중수오보에교습소,서울특별시 강남구 압구정로 134,예능(대),3,37.5243611,127.0234522
줄리어드음악교습소,서울특별시 강남구 개포로109길 9,예능(대),10,37.4941844,127.0752156
새롬피아노,서울특별시 강남구 도산대로83길 48-8 (),예능(대),5,37.5277276,127.0494434
선,서울특별시 강남구 논현로 213,예능(대),0,37.49045,127.0399974
바하음악교습소,서울특별시 강남구 개포로28길 15,예능(대),20,37.4781007,127.049966
신예솔피아노교습소,서울특별시 강남구 양재대로55길 6,예능(대),15,37.4913369,127.0884053
수서예림피아노교습소,서울특별시 강남구 광평로31길 27,예능(대),10,37.4848958,127.0906778
수서피아노,서울특별시 강남구 광평로19길 10,예능(대),15,37.4847337,127.0876186
수학나라교습소,서울특별시 강남구 남부순환로365길 42,입시.검정 및 보습,16,37.4876219,127.0395944
하트앤아트미술교습소,서울특별시 강남구 압구정로29길 68,예능(대),27,37.5319756,127.0285632
스즈키바이올린교습소,서울특별시 강남구 삼성로 212,예능(대),12,37.4974176,127.0653272
신반석미술교습소,서울특별시 강남구 개포로 249,예능(대),16,37.47922519999999,127.0496679
신예일음악교습소,서울특별시 강남구 삼성로107길 15,예능(대),10,37.5112068,127.052655
신우성피아노교습소,서울특별시 강남구 개포로 411,예능(대),2,37.48818410000001,127.0623884
아름다운피아노교습소,서울특별시 강남구 언주로 110,예능(대),20,37.4845146,127.054174
마이뮤직칸타빌레음악교습소,서울특별시 강남구 삼성로4길 17,예능(대),18,37.4876225,127.0685038
언주바이올린교습소,서울특별시 강남구 남부순환로365길 42,예능(대),6,37.4876219,127.0395944
뮤엠영어교습소,서울특별시 강남구 양재대로33길 25,입시.검정 및 보습,24,37.4910937,127.0824284
예솔피아노교습소,서울특별시 강남구 삼성로64길 5,예능(대),14,37.5008276,127.0609734
예우미술교습소,서울특별시 강남구 남부순환로 2917,예능(대),10,37.4931481,127.0590766
예원피아노교습소,서울특별시 강남구 개포로109길 9,예능(대),3,37.4941844,127.0752156
신나는바이올린교습소,서울특별시 강남구 개포로110길 15,예능(대),4,37.4922926,127.0783273
모짜르트음악교습소,서울특별시 강남구 학동로77길 27,예능(대),15,37.5205036,127.0478363
오 미술교습소,서울특별시 강남구 선릉로120길 14,예능(대),0,37.5138965,127.04385
윤피아노교습소,서울특별시 강남구 개포로82길 13-9,예능(대),45,37.4886373,127.0677765
은혜피아노,.,예능(대),5,,
이경재바이올린교습소,서울특별시 강남구 논현로149길 13-7,예능(대),0,37.5179259,127.0276302
이화미술,서울특별시 강남구 양재대로43길 6,예능(대),0,37.4906163,127.0853903
최바이올린교습소,서울특별시 강남구 삼성로 212,예능(대),10,37.4974176,127.0653272
재원피아노,.,예능(대),5,,
라라잼바이올린교습소,서울특별시 강남구 논현로51길 13,예능(대),9,37.4892099,127.0403855
정안미술교습소,서울특별시 서초구 서초중앙로20길 40,예능(대),0,37.4923258,127.016395
조명성피아노교습소,서울특별시 강남구 개포로 310-21,예능(대),11,37.4868621,127.0645824
주영민피아노과외교습,서울특별시 강남구 영동대로112길 10,예능(대),4,37.5149052,127.0608935
최혜영피아노교습소,서울특별시 강남구 논현로 213,예능(대),5,37.49045,127.0399974
푸른시각미술교습소,서울특별시 강남구 삼성로 212,예능(대),40,37.4974176,127.0653272
피아노치는친구들,서울특별시 강남구 선릉로 7,예능(대),10,37.5006784,127.0489432
한솔바이올린교습소,서울특별시 강남구 광평로10길 6,예능(대),2,37.4818897,127.0775108
한솔피아노,서울특별시 강남구 광평로10길 6,예능(대),15,37.4818897,127.0775108
뿌리서당영어교습소,서울특별시 강남구 남부순환로 2927,입시.검정 및 보습,12,37.49391,127.060213
꼬망세피아노교습소,서울특별시 강남구 개포로 516,예능(대),15,37.4888759,127.0716679
해님피아노 교습소,서울특별시 강남구 개포로 510,예능(대),12,37.4892656,127.06836
화랑한문교습소,서울특별시 강남구 개포로 615,입시.검정 및 보습,16,37.4926936,127.0756284
이화뮤즈피아노교습소,서울특별시 강남구 개포로109길 5,예능(대),35,37.4941844,127.0752156
대치올가교육학원,서울특별시 강남구 삼성로63길 15,입시.검정 및 보습,207,37.4996341,127.0589335
이수진마에스터디영어교습소,서울특별시 강남구 삼성로67길 6,입시.검정 및 보습,6,37.501308,127.0589584
맑은소리음악교습소,서울특별시 강남구 일원로14길 25,예능(대),28,37.4838689,127.0808707
김용환수학교습소,서울특별시 강남구 선릉로 30,입시.검정 및 보습,10,37.4826789,127.0611803
플라즈마학원,서울특별시 강남구 도곡로 450,입시.검정 및 보습,1085,37.4981124,127.0597594
생각하는황소학원,서울특별시 강남구 영동대로 302,입시.검정 및 보습,669,37.5016415,127.0677666
세정입시관학원,서울특별시 강남구 삼성로61길 31,입시.검정 및 보습,1470,37.4986416,127.0580674
프레임수학학원,서울특별시 강남구 도곡로73길 13,입시.검정 및 보습,115,37.498738,127.0569719
위대한물리교습소,서울특별시 강남구 삼성로 327,입시.검정 및 보습,4,37.5008825,127.0594779
무한도전수학과학학원,서울특별시 강남구 광평로 63,입시.검정 및 보습,330,37.4828777,127.0796221
퀸즈음악원음악교습소,서울특별시 강남구 역삼로 306,예능(대),55,37.4985708,127.0464187
해를학원,서울특별시 강남구 삼성로 327,입시.검정 및 보습,130,37.5008825,127.0594779
음대로피아노교습소,서울특별시 강남구 강남대로 122길 50,예능(대),36,37.508876,127.0270848
서울음악교습소,서울특별시 강남구 영동대로 722,예능(대),5,37.5224048,127.0564045
펜덕스영어학원,서울특별시 강남구 압구정로 134,입시.검정 및 보습,72,37.5243611,127.0234522
점프셈수학교습소,서울특별시 강남구 삼성로115길 24,입시.검정 및 보습,4,37.5145279,127.0501348
아트빈미술교습소,서울특별시 강남구 삼성로115길 24,예능(대),6,37.5145279,127.0501348
즐거운피아노교습소,서울특별시 강남구 삼성로4길 17,예능(대),20,37.4876225,127.0685038
에듀타임보습학원,서울특별시 강남구 도곡로 448,입시.검정 및 보습,130,37.4980552,127.0595812
씽크씽크미술학원,서울특별시 강남구 봉은사로68길 19,예능(대),60,37.510858,127.0507267
케이채수학학원,서울특별시 강남구 삼성로 155,입시.검정 및 보습,40,37.4938284,127.062941
적중코아스쿨학원,서울특별시 강남구 압구정로34길 26,입시.검정 및 보습,40,37.5263722,127.0305276
원바이원잉글리쉬아카데미학원,서울특별시 강남구 언주로167길 34,입시.검정 및 보습,5,37.5266094,127.0304576
슈만피아노교습소,서울특별시 강남구 개포로 512,예능(대),15,37.4892714,127.0688177
크레버스영재교육센터대치제1지점학원,서울특별시 강남구 도곡로 456,입시.검정 및 보습,104,37.4982956,127.0603287
대현학원,서울특별시 강남구 삼성로 301,입시.검정 및 보습,470,37.499102,127.0604069
대치티앤씨수학학원,서울특별시 강남구 남부순환로 2921,입시.검정 및 보습,48,37.4936059,127.0597001
랭귀지윌학원,서울특별시 강남구 언주로168길 5,입시.검정 및 보습,258,37.5266272,127.0340253
마이엠원수학교습소,서울특별시 강남구 광평로10길 6,입시.검정 및 보습,2,37.4818897,127.0775108
채미선영어교습소,서울특별시 강남구 압구정로 224,입시.검정 및 보습,5,37.5285363,127.0321595
플라즈마영재학원,서울특별시 강남구 도곡로 450,입시.검정 및 보습,475,37.4981124,127.0597594
에스엔티(SNT)어학원,서울특별시 강남구 삼성로64길 41,종합(대),6459,37.50100339999999,127.063646
엘티엘일류영어학원,서울특별시 강남구 봉은사로71길 32,입시.검정 및 보습,40,37.5143115,127.0494309
포도나무미술학원,서울특별시 강남구 압구정로 112,예능(대),68,37.523197,127.0210702
대치프라임독서실,서울특별시 강남구 선릉로 314,독서실,97,37.4978251,127.052405
정수학원,서울특별시 강남구 도곡로63길 31,입시.검정 및 보습,25,37.4990059,127.0534922
비채수학원,서울특별시 강남구 도곡로73길 14,입시.검정 및 보습,134,37.4988032,127.0571972
산에듀김영준국어논술학원신관학원,서울특별시 강남구 선릉로62길 33,입시.검정 및 보습,1890,37.49808160000001,127.0550538
제이에스발레학원,서울특별시 강남구 역삼로 412,예능(대),59,37.500777,127.0523124
대치대청1학원,서울특별시 강남구 삼성로 223,입시.검정 및 보습,25,37.4968846,127.0616201
대치카리스영어학원,서울특별시 강남구 삼성로67길 49,입시.검정 및 보습,50,37.4999305,127.0556143
시성영어학원,서울특별시 강남구 도곡로 444,입시.검정 및 보습,160,37.4980113,127.0591722
태백수학교습소,서울특별시 강남구 선릉로8길 20,입시.검정 및 보습,36,37.4833307,127.0621991
감성예찬미술교습소,서울특별시 강남구 도곡로93길 12,예능(대),4,37.5010448,127.0654872
와이즈만영재교육대치학원,서울특별시 강남구 영동대로 231,입시.검정 및 보습,64,37.4997861,127.0673274
시대인재A관2학원,서울특별시 강남구 삼성로 324,종합(대),10530,37.5008476,127.0601302
보람과학수학학원,서울특별시 강남구 영동대로 210,입시.검정 및 보습,52,37.4980827,127.0712194
지피에이(GPA)영어학원,서울특별시 강남구 남부순환로365길 38,입시.검정 및 보습,12,37.4877892,127.039948
멘토스학원,서울특별시 강남구 역삼로64길 22,입시.검정 및 보습,420,37.4995919,127.0532085
킴벨과학교습소,서울특별시 강남구 언주로 122,입시.검정 및 보습,12,37.4870802,127.0510531
깊은생각중등수학캠퍼스보습학원,서울특별시 강남구 도곡로 445,입시.검정 및 보습,240,37.4986522,127.059031
